,Title,Company,Location,Description,URLs
2,Job Developer,Mandy's Farm,None,Mandy's Farm is looking to hire a full time job developer immediately. Job developers even assist businesses in creating new jobs for people with disabilities....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DyFC28ppERc05ku-6vp6PNeuCYpaxDcezMpbbEQeE9LX_09_WfesOzQdfTpHLL2Y5iyjXGz4yj9b3GeY4Eg8xbmb2KwmpWLTSDr7cLJnwP_RiRaZZFsnxYRQSeeqRGbnF-xv-Sqx3dDW5VeJJUw6fR23wowualHqF_aG0LbAESOI4n_mkHrzmgXA3hOvlNkeiMEuxsUabOgktDZ8H3tH7VUi4S_HosU_pa2XwkP1q1ZrLXdna4hsTChfKtCq3gHVyKItlXZ1zqzv1YO3uQ1W3IDS9kVnqg9LyU92hztJDphHQm2w3nDiAHgyspKihCy5dlADYySGoA040zNH6OP6utS1s1G7WKtaPvC1TNHZ3XeZenyj2_qZGhcRV2-6lVmx4OyWaE0viOqpP3dKwfkK_1_nELLqSlVpyUv5W65fL4Gw==&vjs=3&p=3&sk=&fvj=1
3,R&D Computer Science,"Akima Infrastructure Services, LLC",None,Seeking a software developer to join a team working collaboratively on a project modernizing physical security systems....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0UwnAyWXzgsZcazx71xOr9SCmv2WdJTnAcwuhGvSMbkZAFld0CuKX9GD1ORzGafVaC0msdLQ6QuHgo_ytxIsNdfNONXxKOCdO0Q8JrsOsjIdITQb_z6yfn79r9rn5v-bsN0ADlDE7Gfd22DFk2HWzd_ewtS3HYgw6pEZaxkDq8gwvsSGNLAZJEuY26RMPhhml4nj69ePu42TqLsIUjJQJuyyI37tXWGvmSym9vnjF-7CwK_xwLSD4Al0YU4j6Yy0egnE6zBrBAzBYy1o67Dhn7UwuVjK24j_sgWTK1MA3lKsVSwR44wyv_848wROEvyXMKBMrCXO68nBTl_fKlm2dfNYuhGTit357XLf729uy1Z43GEriTNLriZO4c8ogc8x__mi2chLGF7DepClngj7OX1TThvCxkgxBnlt58NuKkXKrIFqxSwGxu-MqiG4k0dk=&vjs=3&p=4&sk=&fvj=0
4,Software Developer-5+ Years Experience Required,Tau Technologies LLC,None,We’re looking for software developers who are:. Have some familiarity with Agile development principles and processes....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqwT61vBnXRQSD7hPZExoxPyq2HPyqtYG4vWO3iOZoetrwl16Myva6x77xsKnSixlvWMDgY07GXjsXFxF0dlWePYNtCwaJzjF8OytEm-Ar1dMijXMA5h0BkQ4nwhKwHIevEqL5blnEUeMDyd0FlFOXiDnxjMCWsO_-ym6yN68VdpATTOFo27DhHWmFqL18QSmTdsozgk5eYyuKrRDVsN0QNdA43m2DOyU-PprZbKOrwPGr3qrc6xzZaWIDTu-sF4H4pUQ3dVCyWkhKRWHUlcaP10zUYza_6aZMr0N8Pc8wppemJb_mQbVJSNFFNuRVdsuCgWr8l5mpdvdbKsaE7ydyiC2HDcDjtEhwHdnP_niLNUmzFX_MM4GMxM9_zZnbbfYgudN7qpBPOftSBAZBuQwJfdT-vqXGDGdbK6KgkKlUVxcOX_ky0jbgoD8xfRHYKpredHOjYD1ZjoX0lV8W41wnU7Ztf6_9g8o=&vjs=3&p=5&sk=&fvj=1
5,Programmer Analyst 1,University of New Mexico,"Albuquerque, NM","Developers, and technical staff. Supporting and managing a wide variety of applications, including working with end-users, developers, and technical staff to...",http://www.indeed.com/rc/clk?jk=05ab31c5b23f60ef&fccid=2f87a7abe4cc3c5b&vjs=3
6,Software Engineer,Honeywell,"Albuquerque, NM 87113 (Alameda N Valley area)","Join a team recognized for leadership, innovation and diversity Be part of a team that designs, develops and integrates highly complex software functions...",http://www.indeed.com/rc/clk?jk=416f0710c97a9ada&fccid=50208b5bf45ee3b8&vjs=3
7,Job Developer,Goodwill Industries of New Mexico,"Albuquerque, NM 87109 (Academy Acres North area)",Job Description: Job Developer Position Summary: Assists and guides people with barriers in their search for employment in the community; develops...,http://www.indeed.com/rc/clk?jk=bebc523452b2a020&fccid=447a13fcd1542764&vjs=3
8,Website Developer - PRN,Lovelace Respiratory Research Institute,"Albuquerque, NM 87108 (South San Pedro area)",Website Developer - PRN. A PRN or as needed Web Developer position is currently available inDr. Job # 2019.019.M....,http://www.indeed.com/rc/clk?jk=0dce2bd1d327e7e7&fccid=13d3e9d076e3c1a3&vjs=3
9,JAVA DEVELOPER,Ace Technologies,"Albuquerque, NM",Java Developer - Entry level ! Need a fresher consutlant || state client || references required for background check !!...,http://www.indeed.com/rc/clk?jk=cf8fd71f0bbfbee5&fccid=b7287cc45de81a80&vjs=3
10,Web Developer,Rural Sourcing Inc.,"Albuquerque, NM","Web Developer – Rural Sourcing. A Day in the Life of a Rural Sourcing Web Developer:. As a Developer, you will be responsible for building and maintaining...",http://www.indeed.com/rc/clk?jk=6eee95641fdec6e3&fccid=9b319cef75410f63&vjs=3
11,Web Developer,Summit Electric Supply,"Albuquerque, NM 87107","You'll be joining an existing team of developers, content authors and designer. We prefer you have 3+ years of full stack development experience but we're more...",http://www.indeed.com/rc/clk?jk=9aae6bb0be587346&fccid=1c53b22d6e63f1e5&vjs=3
12,Frontend Software Developer,i9 Technologies,"Albuquerque, NM","The Software Developer is responsible for the design, development and release of our organization's Java web-based applications....",http://www.indeed.com/rc/clk?jk=77c60334b5154df4&fccid=11c5541c2c6f7d9a&vjs=3
13,SQL Developer,DaVita Medical Group,"Albuquerque, NM 87106 (University Hts area)",Preferred – Microsoft Developer Certification. Where Good Health Makes Great Careers....,http://www.indeed.com/rc/clk?jk=4c921e5fd2b31ff1&fccid=1a24bb600f1a5aa1&vjs=3
14,Developer I,Maverick Technologies,"Albuquerque, NM 87113 (Alameda N Valley area)",Objective: Mid-level technical position in the Enterprise Integration Group responsible for development of software applications while working in the project...,http://www.indeed.com/rc/clk?jk=5af594c9857ff7b4&fccid=2c28ee5fce71c2b7&vjs=3
15,Software Test Engineer - DMOC Kirtland AFB,"PLEXSYS Interface Products, Inc.",None,"PLEXSYS Interface Products, Inc. is seeking to hire a Software Test Engineer for a position at the Distributed Mission Operations Center (DMOC) at Kirtland...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DXpObXs4xHAgR-yWXhTXEGAfbAWXKBvXBtGTtLm4BnunhTBSVdxzHcG9PeULGD0uhHuPbgqTHXYDlT-OdrKR3_bAldTR0lsZ76qPKyeTZ9Byuv-29-YmOQEUe3WG8AXGMsEP68xnITx3ITF7bAg5ovNINJg9mv6i5WAInxdYMvcobG8vcLU4_4hEvWPSBi_GlhvmdphK9wjAUze4HhXHuvs51eg2xUpOK2vr9naZXbf6Xx_TIZzcljEVhIqyynDR-PW074rMvVrwha8JRkHD6GqBgt_yz5sOM7dxUNMcZwnYoHBqxAVXt5e_PkoAKROdCZ_-Q_udVYdolf1NotKQ7J-FhGz1lAPFLQuh5sTpQ6Cu4ry1ar2opqUO6Lrkw04de5-QddAxxoAdbZ-vnf6eAk0KEdsH-Dc_OB5o9JlD7gamlzh4PGNGE-2Zu3CQl_Msxhb895zlBahXDeSPofA16O&vjs=3&p=6&sk=&fvj=1
16,Junior-Mid Level Software Developer,Tau Technologies LLC,None,We’re looking for software developers who are:. Have some familiarity with Agile development principles and processes....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqwT61vBnXRQSD7hPZExoxPyq2HPyqtYG4vWO3iOZoenXVhVJ-5F2LQ2JA6iwjDjavLwSuuUvwO9Ix7SAz3miXV7HNnWlelFhGSF5JKRRP-HgBe8lgEVfKZvfBlbjrgP2KJXvEUFiOef7xlrZiwUrzqlC4dv-Lm_DF_pqceQsPgdzyo1nABmYCAYuMyxTPvpJOrtHKWbhDwSjcnQt3Psj66S0LxoPGDXbT0w61Pxhu4mdeVIjTGNZNwOGu8JZ-QFBWWrQaTpc8TI39Oj1jqTWJ0Q37XwBnhdphfuNBN4YuDI_gIAZr3hQ_zZ0cvntMtwxzy6obioralr6LT0j6SaAkqno_B-KT38I95cexIVYOGV7P4wPpPalLohAGp7r0lJOcZ9sOP4eJ5xbpYA71yF_Rzd9CP15iHbWFebIKKvLoFELkmMRI2_zi1dF6bisPz3TtzLH5agdtTA==&vjs=3&p=7&sk=&fvj=1
0,Game Engineer - SkyRocket Studios,Big Fish Games,None,"In this position you will have a large impact on our technical capabilities, working with a small but growing team of enthusiastic and motivated developers....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Baal0bOrkb_5xg5EhVVljMnluLJ7oAvqv0XmFdju8Hj80_aDj0FASha6zo2jJPiwsfqq1taoYrAR2Q5AMozjKOsezrXj-Pptjnw6DPgjIPN6TYpMVuuFS8qmRuyxMpbmQzdhUwscUYGTxEfq2rTlGc4AKjTB9YJMvLA6HFpg7r2fQrIfikIVGJrUxbZgBjYtpkV0xvLYWZCL5UEpgLgFqNjz6mDprjV3lE5sP2Y12fB2b_OfgfTVkAEc3iUiF53bxo5pEQIdHkQN1O_TLh9JXBvNqVP4qMsGW9tgUrEoVWYWEhSVjBMeg-VnPdgTZC--mJWNI2SJEmhF-iftKTykcrANkfoLnxAkpHSYNEZCrtwgPpWOqjjZlB7dR1wN7eYcV44t2OSQz4h_oONIwpARquegLWCb2si8ZS6dFMhbc1-vCSjm_9JpeZxDAlYbfC1DAbYmrOTOk6Jw2I35YiB0PFAdK7FcsgDiUSx7288toJ0vT1LZZPNIqMEVUkBITRx-V31TMdKuXWpUyP5PF6Ou-ErDa3Nn6pj_E=&vjs=3&p=1&sk=&fvj=0
1,Entry Level Software Engineer,Opanga Networks,None,Opanga Networks is seeking a talented software engineer with the right aptitude and attitude to join our team. Opanga is a growing company on the cutting edge...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_NMCRWe3Oq_S97jS10DTcZeFeTKw9wokoXGvR9yhuE8KCNeJ8aBAliWQIMUZqEDoQOj5pD0LKKqctLw8Xd8BBALJXTSwowUP4UcZTaXbBn09DP2g9ct5bweFkCxZa6GdP2CQS2YIbpjpCrxDC9LRbibFHGftomkOmhmm8m1MoQBr5hs1uG_OicvSWJO0ypj1G4w3vux7vfL1tRJn4rz9TVR3vBJLRfr1WF8eiL3Sbj2HhH6MtEjwQlly3-RgLE7UEqnZaMzOHYa_-lNQYe21himXXyTTbTkra0GKUuikZ2_JdUBmUySVea4-7n_P22zhK9yOpooDKVa7m9CHKPCed0rqWVqj6_XEJwc35Zx7SwodqwPAUzhse3qU3gcog21NLd3qsLrzN7G4mR_BFU7fmnSCaXurrL4kEsgoreOQ2BqsEEKrPMuQBjZ4vu2FazW0=&vjs=3&p=2&sk=&fvj=1
2,Full Stack Java Developer,Lean-IT Solutions,None,"Full Stack Java Developer-. Experience leading high impact projects and mentoring junior developers. Developer who has experience in designing/architecting,...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAZ3n028Yxhh4crnQjFnenW0BnXm3ISW1EPbuiEaiaZz2zYXq8yJcEJ4oG_0a4epw-3_RGV6zDopxaa13P2hILTtmI8yAL2ScJYnfNhmQGyoHTlNdfODMcJu1PgSr_tByvXJEYQZBAZpO9xLQnSzSZCUGzi9m-UoK3V9HwbXZPFixSksAqfA6VxS61lzzGvkBkbPHnfO5ONASbHOshOyDFzF5NZDxjC54BYIf4mXH3-P6khoK4UQIbmmRflKqDmFLIuQsyco8sE7zHlYngKeKSmZKFI3xRbV26FqgKthLx7bexEANV7mzgGG_edPeMhP8AIPcZJlJQTAyxJ9B1oQ5AUE-1V-ZUTF9VrGLqISpTGmscRgtNalCTDD_eex9K2IK4lL0Fwa98OuULEhfo7NV856BkSliiVRed3q6IiyysY_APRrGR0RRiwaDoNPDSKFc=&vjs=3&p=3&sk=&fvj=1
3,Entry Level Software Engineer,HCL America,None,"Job Summary HCL America is looking for talented Entry Level Software Engineerto join our team in Redmond, Washington. For this particular role, we are...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGx2ICDvFmw1Loc3XdGuHs8Xyifg-lZuXgcU_5tSD_VG7gy1xLxBlOHuSgKH71TGd_geWJPBAMo_bjxodZcdah1t3KnjSHOMgJHLEHDdZzS5yMs6B3OnnlB9-FDt-ob450zCNciBtsCv3r0mZ3BSDU3BaJKHVbXJyMBR7ZjLbvg5hT9NAIkLhwzwP6x0xWkinDBNhPuWdwne20kuLenRzzPXcyrJixIhYWZvACgVbk3dD1k2nm3Dg5x6HG5WOaZdBd8CCjODUqtnmp0Y_7slgSF_LUIM4Xov9QhYBsslgESvNiFRirmGVwkSF7tZ5KhmTI2a06Y1a0NbZ6vUwhZwzQrC4XfWLEReQICfchhy5hubwrOfka7T72s7z3ooxNktohB1QUW4orJZeX-0wd5m5z2Xm1AAf6AynZmJ06gJxMN3I5gI5ANCqU&vjs=3&p=4&sk=&fvj=1
4,Full Stack Developer - Node.js and databases,HealthSlate,None,We are looking for a qualified full stack developer to join our team in building conversational experiences for platforms like Facebook Messenger and Amazon...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtONwCbLSExmQHVH_w5AVrpBBx0o6IR-5anOibylZJZ_pYhSoZYaI9b5URTwgQDI4iMC0QhWBc1Wa2Pc4cpi5bkRXUb_-WRDrthiQtQIDwez2xALy-N-xSf6a-et6UpKGiJoSNO052tPJNBKwwCMx6R3dJEdCb0wBjk9JKlsSMD1-LnEBTH82V5oRFh6zBabHFwsOt-3DTP-wyee8VRWphDd_Nrmq5BaQUbDIPwO38UINdVA_Jijk9aduz8HjGYLecNgAztAgWCIXqQdz-ksYaZ9VSF8retFCG2kgKK7AMvbA7I5VCZEbBpaRMPBDpkvjENu-kD73urEzSLaSBTryxLmTeNr4fGjo9Q3hDFv2ZJpDNUq15cOKdsg_CA1aCZaQT7n5KHz-VNtgDQ49od50VP4sLAfK6B-KuCo2h0wYqCW3nZ7EyVlnn89WwhK8vEHpD4V6BnAommA==&vjs=3&p=5&sk=&fvj=1
5,Mathematics Content Developer,Knowre,"Seattle, WA","Collaborate with other Content Developers, Curriculum Designers, and front end developers throughout the development process....",http://www.indeed.com/company/Knowre/jobs/Mathematic-Content-Developer-387278c9e0b14c17?fccid=7cbc8bf8ed508652&vjs=3
6,eLearning Content Developer,Smartsheet,"Bellevue, WA 98005 (Wilburton area)",Smartsheet is seeking an experienced eLearning Content Developer to join our Training Team. Smartsheeters truly stand out....,http://www.indeed.com/rc/clk?jk=4c3be33e4d567a12&fccid=af76a8783f0afba1&vjs=3
7,Temporary-Product Developer-Apparel,Tommy Bahama,"Seattle, WA",Support department workload by assisting Manager and other Product Developers as needed. The Product Developer is accountable for all aspects of product...,http://www.indeed.com/rc/clk?jk=889c0dc4d4ed1e95&fccid=59496fb7ffa57785&vjs=3
8,LMS Content Developer,UW Medicine - Northwest Hospital & Medical Center,"Seattle, WA","The training content developer will use strong interpersonal, written, and visual communication skills to bring together text, images, graphics, video and audio...",http://www.indeed.com/rc/clk?jk=1502696495280ad5&fccid=d6436a970dc5b8e7&vjs=3
9,Curriculum Developer (Engineering Drawings),Aerospace Joint Apprenticeship Committee (AJAC),"Seattle, WA",Please e-mail the following elements and reference Curriculum Developer. Curriculum Development – Technical/Engineering Drawings Course*....,http://www.indeed.com/company/Aerospace-Machinist-Joint-Training-Committee-(AMJTC)/jobs/Curriculum-Developer-ca081bfc99546993?fccid=b69307539dcf58a3&vjs=3
10,Business Developer,Konnectclub,"Seattle, WA",\*\*\*LOCAL CANDIDATES ONLY\*\*\* Business Development Associate Konnectclub is a social marketing platform with it's homebase in the Seattle area. We are...,http://www.indeed.com/company/Konnectclub/jobs/Business-Developer-bf66a8e93a13084b?fccid=1106cfff8a162646&vjs=3
11,Learning Developer,Providence Health & Services,"Renton, WA 98057",Joseph Health is calling a Learning Developer -this position is a remote role. The Developer must provide technical support for eLearning course moves and...,http://www.indeed.com/rc/clk?jk=90665b61460de07b&fccid=b983e0b562a36362&vjs=3
12,Associate Housing Developer (Seattle),Low Income Housing Institute,"Seattle, WA","The Housing Development Assistant will work with no less than three developers and support their work, taking on duties summarized above plus other tasks as...",http://www.indeed.com/company/Low-Income-Housing-Institute/jobs/Associate-Housing-Developer-d76e626dc45d30ca?fccid=63f7d91afd1ab9dd&vjs=3
13,Engineering/Technical Drawings Curriculum Developer,AJAC,"Seattle, WA",Please e-mail the following elements to instructors@ajactraining.org and reference Curriculum Developer – Engineering....,http://www.indeed.com/rc/clk?jk=03123f2e28da6bc7&fccid=317003d7b7d14ff7&vjs=3
14,Business Process Management (BonitaSoft) Developer,DC BLOX,"Seattle, WA",DC BLOX is currently seeking a seasoned Bonita Developer for a full-time/part-time contract. This is an excellent position for a motivated self starter that...,http://www.indeed.com/company/DC-BLOX/jobs/Business-Process-Management-Developer-8265ba29c9e30f3f?fccid=76f5babf13eeb994&vjs=3
15,Software Development Engineer,Alaska Airlines,None,"Contributes as a developer on a scrum delivery team, collaborating with product owners, designers and other developers to deliver business value on an iterative...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D9B9Zsk-AwzGEp6v4g5MyVCFm17TbMJnxIFT4aQexZ6_P_bwuAsjCvchBq2n7I8Nmc4BwmTawV78z40Tr4H8lS82NatG8ht6g_UbJHQxYCKRwoG6yOz0Ypkwm-ROen9eW18NOM4Vbk-cfMqqxUF75vf6pelUmsEMU9_7ueb5AaQeo5JunAlF3x-E71gVLd7gHm63PH40nkq_BqXmw_c9H5BdCv84W5hiOgXfvArohB5dExWenq2E7xIu550lSbU289TzePSIuzW-CMVNzdwnT5seZlTTy744PtjV53nQu07HwdZBXgpSa5gvnU1SKvKnj2gNzoPoF0iqpfetdanfki2sTzMEySDXGJgcqWJGSWBAR9B6ZHxnerx3TPP0rUAGwV1MPnPsMN6iFvLD8vMtrhfoosSyLPPXSKVn7l1LnCnL5p-JF9qSyOzuIzjd3PdRml_zfdxB_oQxRRbPFkMJMRiGuy0I09cD5NzMlzMI7ns3aL6e6wkrYL&vjs=3&p=6&sk=&fvj=0
16,Web Developer - WebRTC,Orchestra Technology,None,We are hiring a Web Developer ( webRTC is a MUST) :. Familiar with Agile process and Continuous Integration....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bk4PRTuJd6pa3N_-m6m_oT8i5Edzyulavg695QNAXNFSMSMgLGpqso8ZSOL9kI-VPnFG2D-Y0QAXMdjdSf2JHLFIeAfA-4qA-gn5UCrdRC_7rG8y8lgV6q8YfwV6oZUEOYMUMZ5X220rvuARBB0R9r3rhg1SK3X8q-bs6yJsVr1c_TBaYvkTS4orbsial3p0si5o1hB8YZllF8peM_JIcgSraLQirWiihds4FWiu3et6Vc3DQmvmdv8fGrh_dBw1a4XM3I69rrfWy4XfHg_0X4vfwlMwEQC1FFfA1cPtgFgDNoodCt3_0BqJ17CxbM6-M4S7ISGGCYSA5UkQDgFJHYKKcn0BMmKIoVOd68oNzU10WotD3Vvj5pmARaj6iSowp9WgqLGeG8Gulo_MwQ26ETFnTWIokQVmstKoT_t35FsDW9J5SH14fe&vjs=3&p=7&sk=&fvj=1
0,Liquid Studios - Full-Stack JavaScript Developer,Accenture,None,Liquid Studios will be located in various cities where Accenture has a high concentration of clients who need software developers they can work with face-to...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2AAIzE4yv5ChlJmW01BcmkCb9JSwjZfvMb8d8T4l8wdFCD5tswvS4bKE6VY6OAWIUMQQet6JI1MQlWUDb4iPgqJXdhKyl7vqwUBgaCIuI97u8iNNgFByCOwYMdfU4SuZE2BOwIICpRc0YGwByaeDpc_e5OcGIHxqXdNnD7iLxtJlsxFlbQ41GcX220UqwhEKS90Jg_9zfCdRTX1J_wvqC5sR2U1dOnkMxTdcK44FtNOYrdHxV8lqqOUjzoZjXMx-iAIGjRKyoPrVlbHorAxCtKW11QLf7QxEMBLwYJpPy5h5sCbtOqu0tQu-2PU3pmNxeZAFPBAwH6eqG_Gg7nM-wgR95MvclHNSr1IQJIHQGpFiKHm1yt9RmeA1zibPScVGrAjGs1tDlWFtPahBGec63tPDwLkWV1BF9Q==&vjs=3&p=1&sk=&fvj=0
1,Full Stack Developer,GiveCrypto.org,None,GiveCrypto’s mission is to financially empower people by distributing cryptocurrency globally. We are building a platform that pushes the targeting (who gets...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A5xdEuOj5cRCUqoLky18Q67TS1_55iYOEURE2TIVId_ZVuHdNmMaBKe599FMwr_sJ6aUNdvlN4mnlLx0lPecBYK5xTgrKj4sDwj07uN58G8ufEXRhw_Y3SDk19ztMCcqCfAxfw3ICLFgrxbvWsqbs0_8h16W2pF8gx6UdcKuae8zFzW7WKNlqFItnDiCIJk1J0GsUv_ICAg-RldmPABCCH1rYkYneoH7JuONd5c_FzS1C-eU_8fM9WaP7Rs2bfbnenHJkUTL2I0jssWFowNjR6YEiUwL8h2eymPPZe_9rde8abByjbU1rkOap8hTDifCpsftSGQIE9Er0mDETBhBSBQYOohmD1kYz6ypamAb5k97THQOtb12MdBxH_dwhx08aDA-iVyUEj1257yd8-PiWxRyL4EEi5b54RcmBBsNrc4jGm66Gn1Tr-P7MNA2Frh1k=&vjs=3&p=2&sk=&fvj=1
2,Software Development Engineer,Amazon.com in partnership with Indeed Prime,None,"Amazon Music Imagine being a part of a small, agile team where your ideas have the potential to reach millions of users within a matter of months....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ_jbp8Q_DSbxEHI3oKBhlFzOWHZ-xTPpTa4ZB4wV1UwIVIsXMh8XNiYPNwUV10lw2Ze4_3fMeJAZw2SJEue1i7DY43mw7S0Qzz3z44GVgSBgbLB1ndg1p1ckBF-1otujzC4pnEhNPHPIVbmi9oJa2Xck1Th5DzQykpJyA3mBX-h7-SYmrsT1TUkKKLuI7gto4p-jga4ora20typt1lrSzR724haryyEqTsBW2zifmIWkcyuXnoa_l5t2qhpbZ9UrkLeb08vQzofYbQxBQBdC1NHmeHSWFDNcK19sQiL1ccgrx869pKjxSUe8Sz6WSyX7quuGhH57e74lImcVDjRR-OOLj8NzhdcV2DBo8FKh0uFCfWuHgBp-5nq0v9jGyL9hkvgOWnAcdxoOqv2k8lljI3ggE43gmLcLopsFBN1ZIkfG&vjs=3&p=3&sk=&fvj=0
3,Maintenance Porter,Crescent Heights,None,"As one of the nation’s largest developers and marketers of high-rise, multifamily housing and hotels, the company’s premier properties stretch from New York to...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6kGRYp8soofmisksnIxvWWeJS_Nj72gNwe66sbDt6NEBIkwmhQ129qdItTus3wDLSDX5OU0qVlARm1WtcwdVJI-CLKu6PNbWjFPWbhK7Caoqcu3GWa60djo7crlPTMTqs57FDBdzuGOPdPeZciUb2-QTQA1uV1y01dxVU_qbDgg2M_t5_hIMZSw3B2mHeyxV6oh7eWebk_tCwPXVhECVyJQbYo4rQAAkHWQzLc50CXz71pCS8SNh0E5Ztzef1ERLvxSpqdifwAPifuq1xMXeDON3cOVjRihNCQppkcFWGKg0RvdHDAJU3y0x95AyjAncsbm2RpAi3c0pQZLvbF-d3s5Rj3VutKLdVv99NnaKw_TIbRi2YpC3MCJ0aXkErbTk_Nk2MJlyJKT9450ELLI5vLsZrFbvIVYXIGMBOn90RA86Y8Tv5qqfh_XTLS-CS2W8=&vjs=3&p=4&sk=&fvj=1
4,"Web Developer, WordPress",Indeed,None,"The Web Developer will be working in partnership with our lead Web Developer. This candidate will be working closely with a world-class team of designers,...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiRNM7CVr8YueLFKlzwbFWI0o7IjV438l4sVrvKZ0flmJBBtTCEMWmrFdOm_Gh4ItkOc9j9ty5HI3_txu0zRA_LCFRX8ynOIDtZlL8r5EK5hToUyr-PoKo_aPkY9-rna50WcUvMttU4KUssjQ_NoOwSyY_FsH_CQQmrMWjT_hH7XQtt90IkRJHFgIkMJV4Las8j6lO9uaC2s2fEIVUPJmcUMU7OEPqqOos4tqFqGW09GuEdnjgM_ffJV5dFvKu2a6jUkTazAbtK6Vl1xGMqdPMe524wptwDTDUvhkCYJpRW6c2PQzywF4QqpAsMWRNos7v_gqFWXITmHv2dn_fTjA8uVjCoDO2yZZ6Vn8_pN6xO2sSP2v_pYCTZHZyoY1hwEQv45LzWeVCKo0E1WIzXBTP32nizb3l7szLxp1oXgLH_QjBRT_7JRu9M9PvzSK-bBBx7i-_zDqvRyj6GnWDIgVoYscxE1GlTFJUZnmrt8ith6YN40ZcRdSXVYhZYrkkHAmwErTwVnNb3CvcSZvhADUrsWAaQuxOnR0=&vjs=3&p=5&sk=&fvj=0
5,Senior Backend Engineer - Open to Remote Candidates,Sun Basket,None,"Sun Basket, an innovative start up in the meal kit delivery space, backed by top tier investors and be by one of San Francisco's top chefs is looking to hire...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DW9nydTbJ5EmJXlRbLzavqtV8a4VYK1vJUbG_ztOAkefkbeF54qRidYSTswFsqUfqunMv-NPp27_kjaCUPaxbLWI9qNUO1iK0Ky3_0p_IBhHhxHrdBI-EihsdixLrb6hoBdg9_wag7mkzNJRGQN92KzE1RRsJc08JP7QnuPwvzrJyiloBEHSxIUnwBfvSqTySJoLk1BCau1rnkutOLlHIj1vTqSRfG-KozTouaLx27jDyYd0G-6Xkz2DOBjTqe5WyvcWaI8yRBb8sECMWKP1lBiDUgxkY61X5GTZ9_Q4IA3zwCPJWptCgNbr4iOwYDr0ZxM2CSsaBAWFFOD56h-2dpQn0pK3rgLzpCgCbNgedPFBQBTPMBLiG2stshS52jslIF9q-SH2U8jl_np7tJPLxcErq9wQPUmXZJn53mRXOVWn11Hi0tEEEagy_mwDoqwTePDt38X4rC_3tSx3MqXcBxywUU5o7f4YiQjhrdajrZFXxf3Xk5XYH7Uhy1gU-jBy0eMvqu2v4Up42R6fwduMnD&vjs=3&p=6&sk=&fvj=0
6,Student Success Coach,"100% College Prep Institute...A program of Young Community Developers, Inc.",None,"*Program Description:  100% College Prep Institute* (100%) is a college preparatory organization for middle school, high school, and college youth. *100...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUuWQdEvAOIVFJZZQnPslizwAOPtamaTSIgbjeRalU1eqyNczgIQw3sX7sYxgAYH0E-dUXOYuGSBy2uB1nJrLQxjjbjAqAM26ZIdiDqqG2heoI4TqG6lLxxXzKGVKQknJicZ95Dzj2URqO8QrVZgRYHJxNT_IScBwYvRADww_jAKCM_hUYkoCwhBnpSxKh0uG1jYGSBSn_rMxvKb3BWZDjvXtRBTTQNfWlbcJx70n1uV7w9pIpw3_sjdF76SligepT-otT8Ow4SxPtpqfDEW-UhiuO5MBBGGMRXbqT0nn420U59YLuwLlc7ONQhO4E0WbT-m8iuWSxqNG-zmUpVypGDHmREF5qH5Ls95_iU3paqmGXFS_htzKnxypkWHz8S6zDy7THtfdteU7_rli3cZYLvCalzwhp9pMFSefwQdrZj3PPi-Pl1xiu&vjs=3&p=7&sk=&fvj=1
7,Researcher/Intern - SF - Spring/Summer 2019,The Concord Group,"San Francisco, CA 94108 (Financial District area)","With over 30 consultants in four offices (Newport Beach, San Francisco, Atlanta and New York), The Concord Group advises some of the nation's premier developers...",http://www.indeed.com/rc/clk?jk=cb4174ebd102b3b6&fccid=422f44e5ebe46a11&vjs=3
